,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness_scaled,tempo_scaled,key_scaled,mode_weighted,label
9061,0.542,0.6,0.271,0.0817,0.0,0.146,0.419,0.8227361666872324,0.38596315669774844,0.6363636363636364,0.0,61
9062,0.746,0.669,0.317,0.0533,0.0,0.0858,0.597,0.8477498281302333,0.5461541960427565,0.09090909090909091,0.09090909090909091,2
9063,0.46,0.505,0.0319,0.0673,1.73e-06,0.105,0.22,0.8338944807770275,0.6117989538321582,0.8181818181818182,0.0,77
9064,0.601,0.5,0.271,0.247,0.0,0.0415,0.7290000000000001,0.8231063477233866,0.6634023197634751,0.2727272727272727,0.0,8
9065,0.655,0.675,0.109,0.0283,0.0,0.0791,0.594,0.8453877205662007,0.7025790311576076,0.0,0.09090909090909091,2
9066,0.623,0.754,0.386,0.0241,0.0,0.0583,0.823,0.8320788309330326,0.47056174664544004,0.0,0.09090909090909091,2
9067,0.633,0.6920000000000001,0.384,0.057,0.0,0.335,0.742,0.8468684447108181,0.9257038890152376,0.7272727272727273,0.09090909090909091,61
9068,0.6809999999999999,0.738,0.28300000000000003,0.0051,0.0,0.19399999999999998,0.507,0.8389359939360821,0.5893017966795542,0.36363636363636365,0.0,61
9069,0.701,0.742,0.265,0.0537,0.0,0.145,0.909,0.8780870454265015,0.41875824425744823,0.09090909090909091,0.09090909090909091,2
9070,0.691,0.722,0.369,0.0568,0.0,0.11800000000000001,0.723,0.8310564261665109,0.36905162610871056,1.0,0.09090909090909091,53
9071,0.716,0.752,0.14,0.00517,0.0,0.0518,0.705,0.8458636676126848,0.6190902888332954,0.09090909090909091,0.09090909090909091,2
9072,0.74,0.856,0.37,0.0267,0.0,0.10400000000000001,0.665,0.87602460822507,0.3586354332499432,0.7272727272727273,0.0,61
9073,0.657,0.7090000000000001,0.32899999999999996,0.0471,0.0,0.0846,0.892,0.8282712545611592,0.6342187855355924,0.7272727272727273,0.0,61
9074,0.5760000000000001,0.715,0.321,0.0128,0.0,0.0764,0.72,0.8424086446085777,0.6948055492381169,0.0,0.09090909090909091,2
9075,0.542,0.6,0.271,0.0817,0.0,0.146,0.419,0.8227361666872324,0.38596315669774844,0.6363636363636364,0.0,61
9076,0.746,0.669,0.317,0.0533,0.0,0.0858,0.597,0.8477498281302333,0.5461541960427565,0.09090909090909091,0.09090909090909091,2
9077,0.46,0.505,0.0319,0.0673,1.73e-06,0.105,0.22,0.8338944807770275,0.6117989538321582,0.8181818181818182,0.0,77
9078,0.691,0.738,0.0444,0.275,0.312,0.258,0.9,0.7582189003860459,0.49381851262224247,0.0,0.09090909090909091,44
9079,0.584,0.6809999999999999,0.0476,0.57,0.158,0.249,0.6990000000000001,0.7522078654656348,0.4344416647714351,0.0,0.09090909090909091,30
9080,0.556,0.396,0.0287,0.6920000000000001,0.0005639999999999999,0.127,0.446,0.7144141444411147,0.6426063224926086,0.8181818181818182,0.09090909090909091,28
9081,0.637,0.54,0.0333,0.6990000000000001,0.17300000000000001,0.0457,0.763,0.7299264926228208,0.4875142142369798,0.8181818181818182,0.09090909090909091,10
9082,0.595,0.561,0.0358,0.355,0.7859999999999999,0.0768,0.7609999999999999,0.7310370357312839,0.5137821241755742,0.45454545454545453,0.0,45
9083,0.491,0.511,0.0812,0.395,0.196,0.142,0.32799999999999996,0.705565054910187,0.636693199909029,0.45454545454545453,0.0,50
9084,0.7090000000000001,0.537,0.040999999999999995,0.6729999999999999,0.0777,0.223,0.725,0.7464259902342717,0.47963156697748466,0.0,0.09090909090909091,27
9085,0.598,0.537,0.0442,0.47200000000000003,0.0384,0.0697,0.6759999999999999,0.7347388460928272,0.6568205594723676,0.6363636363636364,0.0,40
9086,0.691,0.738,0.0444,0.275,0.312,0.258,0.9,0.7582189003860459,0.49381851262224247,0.0,0.09090909090909091,44
9087,0.584,0.6809999999999999,0.0476,0.57,0.158,0.249,0.6990000000000001,0.7522078654656348,0.4344416647714351,0.0,0.09090909090909091,30
9088,0.556,0.396,0.0287,0.6920000000000001,0.0005639999999999999,0.127,0.446,0.7144141444411147,0.6426063224926086,0.8181818181818182,0.09090909090909091,28
9089,0.637,0.54,0.0333,0.6990000000000001,0.17300000000000001,0.0457,0.763,0.7299264926228208,0.4875142142369798,0.8181818181818182,0.09090909090909091,10
9090,0.595,0.561,0.0358,0.355,0.7859999999999999,0.0768,0.7609999999999999,0.7310370357312839,0.5137821241755742,0.45454545454545453,0.0,45
9091,0.491,0.511,0.0812,0.395,0.196,0.142,0.32799999999999996,0.705565054910187,0.636693199909029,0.45454545454545453,0.0,50
9092,0.7090000000000001,0.537,0.040999999999999995,0.6729999999999999,0.0777,0.223,0.725,0.7464259902342717,0.47963156697748466,0.0,0.09090909090909091,27
9093,0.598,0.537,0.0442,0.47200000000000003,0.0384,0.0697,0.6759999999999999,0.7347388460928272,0.6568205594723676,0.6363636363636364,0.0,40
9094,0.634,0.8590000000000001,0.331,0.171,5.27e-05,0.10400000000000001,0.48100000000000004,0.8605298877117524,0.37652490334318856,0.18181818181818182,0.09090909090909091,2
9095,0.64,0.769,0.19,0.0396,0.0,0.11599999999999999,0.5539999999999999,0.8413686121736679,0.6135046622697293,0.6363636363636364,0.09090909090909091,75
9096,0.474,0.8809999999999999,0.311,0.0491,0.0,0.16899999999999998,0.496,0.8491600416012973,0.7118353422788266,0.5454545454545454,0.0,11
9097,0.7120000000000001,0.606,0.027000000000000003,0.0227,0.133,0.10400000000000001,0.8640000000000001,0.7607749123023498,0.5731498749147146,0.8181818181818182,0.0,31
9098,0.691,0.579,0.031,0.00183,0.32299999999999995,0.0969,0.981,0.7436760739656966,0.6140550375255857,0.6363636363636364,0.0,54
9099,0.7140000000000001,0.544,0.0319,0.17300000000000001,3.65e-05,0.161,0.6920000000000001,0.7735197165470923,0.5593222651808052,0.8181818181818182,0.09090909090909091,26
9100,0.5670000000000001,0.7090000000000001,0.0327,0.0769,0.315,0.19399999999999998,0.777,0.7773801759241306,0.3412508528542188,1.0,0.0,26
9101,0.6659999999999999,0.37200000000000005,0.0242,0.131,0.433,0.1,0.45899999999999996,0.7049657141849847,0.47757107118489883,0.09090909090909091,0.09090909090909091,60
9102,0.622,0.5920000000000001,0.0383,0.0161,0.26899999999999996,0.142,0.32899999999999996,0.717692890761339,0.5457220832385717,0.09090909090909091,0.09090909090909091,60
9103,0.711,0.493,0.0371,0.209,0.659,0.0821,0.585,0.7132330906590985,0.5229110757334546,0.5454545454545454,0.09090909090909091,99
9104,0.72,0.467,0.0282,0.00563,0.0784,0.0738,0.884,0.7465317562446016,0.6140959745280873,0.8181818181818182,0.0,31
9105,0.605,0.258,0.0409,0.5479999999999999,0.847,0.0891,0.121,0.5999048105907031,0.6823561519217648,0.2727272727272727,0.0,81
9106,0.6,0.395,0.0445,0.07400000000000001,0.215,0.145,0.46,0.6987784025806907,0.2844848760518535,0.36363636363636365,0.09090909090909091,55
9107,0.65,0.474,0.039,0.0933,0.262,0.0598,0.53,0.7067284810238149,0.5003047532408461,0.0,0.0,60
9108,0.382,0.629,0.0431,0.652,0.59,0.0667,0.369,0.7653581060833083,0.43859449624744146,0.36363636363636365,0.0,37
9109,0.682,0.685,0.0268,0.152,0.0619,0.326,0.884,0.783990551569744,0.5685194450761882,1.0,0.0,41
9110,0.593,0.753,0.0333,0.0587,0.866,0.131,0.6659999999999999,0.7776093356131785,0.5685285421878554,0.9090909090909091,0.09090909090909091,92
9111,0.6579999999999999,0.547,0.0362,0.16899999999999998,0.0196,0.159,0.701,0.7976343669022898,0.6457493745735728,0.09090909090909091,0.09090909090909091,2
9112,0.603,0.634,0.0269,0.184,0.0315,0.142,0.8590000000000001,0.7795836344726683,0.5277143506936547,1.0,0.0,26
9113,0.696,0.561,0.0518,0.0203,0.284,0.114,0.644,0.774083801935518,0.5685967705253582,0.6363636363636364,0.09090909090909091,54
9114,0.64,0.77,0.0309,0.000338,0.281,0.175,0.662,0.8206913571541893,0.5687286786445304,0.8181818181818182,0.09090909090909091,54
9115,0.633,0.585,0.0319,0.39899999999999997,0.716,0.10099999999999999,0.198,0.7872692978899681,0.4548737775756197,0.0,0.09090909090909091,97
9116,0.652,0.441,0.0532,0.0328,9.08e-05,0.0923,0.7709999999999999,0.7472897459852985,0.4547236752331135,0.8181818181818182,0.0,26
